Topic,Count,Name,Representation,Representative_Docs
-1,636,-1_deep_explainable_deep learning_reasoning,"['deep', 'explainable', 'deep learning', 'reasoning', 'attention', 'features', 'symbolic', 'detection', 'logic', 'rule']","[""{Logical explanations for deep relational machines using relevance information} Our interest in this paper is in the construction of symbolic explanations for predictions made by a deep neural network. We will focus attention on deep relational machines (DRMs: A term introduced in Lodhi (2013)). A DRM is a deep network in which the input layer consists of Boolean-valued functions (features) that are defined in terms of relations provided as domain, or background, knowledge. Our DRMs differ from those in Lodhi (2013), which uses an Inductive Logic Programming (ILP) engine to first select features (we use random selections from a space of features that satisfies some approximate constraints on logical relevance and non-redundancy). But why do the DRMs predict what they do? One way of answering this was provided in recent work Ribeiro et al. (2016), by constructing readable proxies for a black-box predictor. The proxies are intended only to model the predictions of the black-box in local regions of the instance-space. But readability alone may not be enough: To be understandable, the local models must use relevant concepts in an meaningful manner. We investigate the use of a Bayes-like approach to identify logical proxies for local predictions of a DRM. As a preliminary step, we show that DRM's with our randomised propositionalization method achieve predictive performance that is comparable to the best reports in the ILP literature. Our principal results on logical explanations show: (a) Models in first-order logic can approximate the DRM's prediction closely in a small local region; and (b) Expert-provided relevance information can play the role of a prior to distinguish between logical explanations that perform equivalently on prediction alone. {\\textcopyright}2019 Ashwin Srinivasan and Lovekesh Vig and Michael Bain. Computer circuits,Deep Relational Machines,Deep neural networks,Explainable AI,First order logic,Forecasting,Formal logic,Inductive Logic Programming,Inductive logic programming (ILP),Input layers,Local model,Local prediction,Local region,Predictive performance,Propositionalization,Random selection"", '{Deep Learning for Industrial AI: Challenges, New Methods and Best Practices} Industrial Al is concerned with the application of Artificial Intelligence (AI), Machine Learning (ML) and related technologies towards addressing real-world use cases in industrial and societal domains. These uses cases can be broadly categorized into the horizontal areas of maintenance and repair, operations and supply chain, quality, safety, design, and end-to-end optimization - with applications in a variety of verticals. In the last few years, we have witnessed a growing interest in applying Deep Learning (DL) techniques to Industrial Al problems, ranging from using sequence models such as Long Short-Term Memory (LSTM) for predicting failures in equipment, to using Deep Reinforcement Learning (Deep RL) for scheduling and dispatching. Applying deep learning techniques to industrial applications imposes a set of unique challenges, which include, but are not limited to, (1) limited data, highly skewed class distribution and occurrence of rare classes such as failures, (2) multi-modal data (sensors, events, images, text, etc.) indexed over space and time (3) the need for explainable decisions, (4) a need to attain consistency between different but ""related"" models and between multiple generations of the same model, and (5) decision making to optimize business outcomes where the cost of a mistake could be very high. This tutorial presents an overview of these challenges, along with new methods and best practices to address them. Examples of these methods include using sequence DL models and Functional Neural Networks (FNNs) for modeling sensor and spatiotemporal measurements; using multi-task learning, graph models and ensemble learning for improving consistency of DL models; using deep RL for health indicator learning and dynamic dispatching; cost-based decision making for prognostics; and using GANs for generating senor data for prognostics. Finally, we will present some open problems in Industrial AI and how the research community can shape the future of the next industrial and societal revolution.', '{Greybox XAI: A Neural-Symbolic learning framework to produce interpretable predictions for image classification} Although Deep Neural Networks (DNNs) have great generalization and prediction capabilities, their functioning does not allow a detailed explanation of their behavior. Opaque deep learning models are increasingly used to make important predictions in critical environments, and the danger is that they make and use predictions that cannot be justified or legitimized. Several eXplainable Artificial Intelligence (XAI) methods that separate explanations from machine learning models have emerged, but have shortcomings in faithfulness to the model actual functioning and robustness. As a result, there is a widespread agreement on the importance of endowing Deep Learning models with explanatory capabilities so that they can themselves provide an answer to why a particular prediction was made. First, we address the problem of the lack of universal criteria for XAI by formalizing what an explanation is. We also introduced a set of axioms and definitions to clarify XAI from a mathematical perspective. Finally, we present the Greybox XAI, a framework that composes a DNN and a transparent model thanks to the use of a symbolic Knowledge Base (KB). We extract a KB from the dataset and use it to train a transparent model (i.e., a logistic regression). An encoder–decoder architecture is trained on RGB images to produce an output similar to the KB used by the transparent model. Once the two models are trained independently, they are used compositionally to form an explainable predictive model. We show how this new architecture is accurate and explainable in several datasets. {\\textcopyright}2022 Elsevier B.V. Compositional models,Computer vision,Deep learning,Deep neural networks,Explainable artificial intelligence,Forecasting,Grey-box,Image classification,Knowledge based systems,Learning systems,Network architecture,Neural-symbolic learning and reasoning,Object classification,Part based,Part-based object classification,Symbolic learning,Symbolic reasoning']"
0,1749,0_reasoning_deep_attention_graph,"['reasoning', 'deep', 'attention', 'graph', 'explainable', 'deep learning', 'image', 'logic', 'classification', 'embedding']","[""{Learning efficient, explainable and discriminative representations for pulmonary nodules classification} Automatic pulmonary nodules classification is significant for early diagnosis of lung cancers. Recently, deep learning techniques have enabled remarkable progress in this field. However, these deep models are typically of high computational complexity and work in a black-box manner. To combat these challenges, in this work, we aim to build an efficient and (partially) explainable classification model. Specially, we use neural architecture search (NAS) to automatically search 3D network architectures with excellent accuracy/speed trade-off. Besides, we use the convolutional block attention module (CBAM) in the networks, which helps us understand the reasoning process. During training, we use A-Softmax loss to learn angularly discriminative representations. In the inference stage, we employ an ensemble of diverse neural networks to improve the prediction accuracy and robustness. We conduct extensive experiments on the LIDC-IDRI database. Compared with previous state-of-the-art, our model shows highly comparable performance by using less than 1/40 parameters. Besides, empirical study shows that the reasoning process of learned networks is in conformity with physicians' diagnosis. Related code and results have been released at: https://github.com/fei-hdu/NAS-Lung. {\\textcopyright}2021 Classification models,Computer aided diagnosis,Computer-aided diagnoses,Convolutional block attention module,Convolutional neural network,Deep learning,Economic and social effects,Empirical studies,Inference stages,Learning techniques,Network architecture,Neural architecture search,Neural architectures,Prediction accuracy,Pulmonary nodule classification,Pulmonary nodules,Reasoning process"", '{Explicit reasoning over end-to-end neural architectures for visual question answering} Many vision and language tasks require commonsense reasoning beyond data-driven image and natural language processing. Here we adopt Visual Question Answering (VQA) as an example task, where a system is expected to answer a question in natural language about an image. Current state-of-the-art systems attempted to solve the task using deep neural architectures and achieved promising performance. However, the resulting systems are generally opaque and they struggle in understanding questions for which extra knowledge is required. In this paper, we present an explicit reasoning layer on top of a set of penultimate neural network based systems. The reasoning layer enables reasoning and answering questions where additional knowledge is required, and at the same time provides an interpretable interface to the end users. Specifically, the reasoning layer adopts a Probabilistic Soft Logic (PSL) based engine to reason over a basket of inputs: visual relations, the semantic parse of the question, and background ontological knowledge from word2vec and ConceptNet. Experimental analysis of the answers and the key evidential predicates generated on the VQA dataset validate our approach. Copyright {\\textcopyright}2018, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved. Additional knowledge,Commonsense reasoning,Experimental analysis,Natural language processing systems,Natural languages,Network architecture,Network based systems,Neural architectures,Neural networks,Question Answering,Semantics,State-of-the-art system,Visual languages', '{A Probabilistic Graphical Model Based on Neural-symbolic Reasoning for Visual Relationship Detection} This paper aims to leverage symbolic knowledge to improve the performance and interpretability of the Visual Relationship Detection (VRD) models. Existing VRD methods based on deep learning suffer from the problems of poor performance on insufficient labeled examples and lack of interpretability. To overcome the aforementioned weaknesses, we integrate symbolic knowledge into deep learning models and propose a bi-level probabilistic graphical reasoning framework called BPGR. Specifically, in the high-level structure, we take the objects and relationships detected by the VRD model as hidden variables (reasoning results); In the low-level structure of BPGR, we use Markov Logic Networks (MLNs) to project First-Order Logic (FOL) as observed variables (symbolic knowledge) to correct error reasoning results. We adopt a variational EM algorithm for optimization. Experiments results show that our BPGR improves the performance of the VRD models. In particular, BPGR can also provide easy-to-understand insights for reasoning results to show interpretability. Deep learning,Graphical models,Knowledge engineering,Markov processes,Probabilistic logic,Uncertainty,Vision + X; Computer vision theory; Efficient learning and inferences; Explainable computer vision; Machine learning; Others; Recognition: detection,Visualization,categorization,retrieval; Representation learning; Statistical methods; Visual reasoning']"
1,182,1_recommendation_user_users_explainable,"['recommendation', 'user', 'users', 'explainable', 'items', 'attention', 'item', 'knowledge graph', 'recommender', 'recommendations']","['{Knowledge-Enhanced Recommendation with User-Centric Subgraph Network} Recommendation systems, as widely implemented nowadays on various platforms, recommend relevant items to users based on their preferences. The classical methods which rely on user-item interaction matrices has limitations, especially in scenarios where there is a lack of interaction data for new items. Knowledge graph (KG)-based recommendation systems have emerged as a promising solution. However, most KG-based methods adopt node embeddings, which do not provide personal-ized recommendations for different users and cannot generalize well to the new items. To address these limitations, we propose Knowledge-enhanced User-Centric subgraph Network (KUCNet), a subgraph learning approach with graph neural network (GNN) for effective recommendation. KUCN et constructs a U-I subgraph for each user-item pair that captures both the historical information of user-item interactions and the side information provided in KG. An attention-based GNN is designed to encode the U-I subgraphs for recommendation. Considering efficiency, the pruned user-centric computation graph is further introduced such that multiple U-I subgraphs can be simultaneously computed and that the size can be pruned by Personalized PageRank. Our proposed method achieves accurate, efficient, and interpretable recommendations especially for new items. Experimental results demonstrate the superiority of KUCNet over state-of-the-art KG-based and collaborative filtering (CF)-based methods. Our code and data is available in https://github.com/leolouis14/KUCNet.1 Accuracy,Data engineering,Graph Neural Networks,Graph neural networks,Knowledge Graph,Knowledge graphs,Large language models,Noise,Recommendation,Redundancy', '{An explainable recommendation framework based on an improved knowledge graph attention network with massive volumes of side information} In recent years, explainable recommendation has been a topic of active study. This is because the branch of the machine learning field related to methodologies is enabling human understanding of the reasons for the outputs of recommender systems. The realization of explainable recommendation is widely expected to increase both user satisfaction and the demand for explainable recommendation systems. Explainable recommendation utilizes a wealth of side information (such as sellers, brands, user ages and genders, and bookmark information, among others) to expound the decision-making reasoning applied by recommendation models. In explainable recommendation, although learning side information containing numerous variables leads to rich interpretability, learning too many variables presents a challenge because decreases the amount of learning that a given computational resource can perform, and the accuracy of the recommendation model may be degraded. However, numerous and diverse variables are included in the side information stored by the actual companies operating massive real-world services. Hence, to realize practical applications of this valuable information, it is necessary to resolve problems such as computational cost. In this study, we propose a new framework for explainable recommendation based on an improved knowledge graph attention network model, which utilizes the side information of items and realizes high recommendation accuracy. The proposed framework enables direct interpretation by visualizing the reasons for the recommendations provided. Experimental results show that the proposed framework reduced computational time requirements by approximately 80%, while maintaining recommendation accuracy by enabling the model to learn the probabilistically given edges included in the graph structure. Moreover, the results show that the proposed framework exhibited richer interpretability than the conventional model. Finally, a multifaceted analysis suggests that the proposed framework is not only effective as an explainable recommendation model but also provides a powerful tool for planning various marketing strategies. {\\textcopyright}2021 The Author(s) Decision making,Explainable artificial intelligence,Explainable recommendation,Graph embeddings,Knowledge graph,Knowledge graph attention network,Knowledge graph embedding,Knowledge graph enabled recommendation,Knowledge graphs,Marketing,Model-intrinsic approach,Recommender systems', ""{Knowledge-reinforced explainable next basket recommendation} The next basket recommendation task aims to predict the items in the user's next basket by modeling the user's basket sequence. Existing next basket recommendations focus on improving recommendation performance, and most of these methods are black-box models, ignoring the importance of providing explanations to improve user satisfaction. Furthermore, most next basket recommendation methods are designed for consumer users, and few methods are proposed for business user characteristics. To address the above problems, we propose a Knowledge Reinforced Explainable Next Basket Recommendation (KRE-NBR). Specifically, we construct a basket-based knowledge graph and obtain pretrained embeddings of entities that contain rich information of the knowledge graph. To obtain high-quality user predictive vectors, we fuse user pretrained embeddings, user basket sequence level embeddings, and user repurchase embeddings. One highlight of the user repurchase embeddings is that they are able to model business user repurchase behavior. To make the results of next basket recommendations explainable, we use reinforcement learning for path reasoning to find the items recommended in the next basket and generate recommendation explanations at the same time. To the best of our knowledge, this is the first work to provide recommendation explanations for next basket recommendations. Extensive experiments on real datasets show that the recommendation performance of our proposed approach outperforms several state-of-the-art baselines. adult,article,commercial phenomena,consumer,controlled study,knowledge,learning,pharmacology,reasoning""]"
2,175,2_fuzzy_rule_rules_deep,"['fuzzy', 'rule', 'rules', 'deep', 'fuzzy rules', 'logic', 'classification', 'neurofuzzy', 'classifier', 'clustering']","[""{A data-knowledge-driven interval type-2 fuzzy neural network with interpretability and self-adaptive structure} Interval type-2 fuzzy neural networks (IT2FNNs) have gained sustainable attention and wide applications because of their power of adaptive fuzzy modeling. Although the existing models accurately simulate the relationships between inputs and outputs by various adaptive learning algorithms, the parameters and fuzzy rules characterizing the model behaviors no longer have explicit interpretations. To achieve good interpretability and generalization performance, this paper proposes a novel data-knowledge-driven IT2FNN (DKIT2FNN). Unlike accuracy-oriented model fitting, DKIT2FNN pioneers the use of famous association rule mining techniques to automatically explore the interpretable rule knowledge, which intuitively presents conditional relation patterns among features. Using the obtained knowledge, the DKIT2FNN model is accomplished in a single-hidden layer network framework, in which the antecedent structure of each fuzzy rule is determined by the relation patterns provided by rule knowledge. In addition, an adversarial incremental learning algorithm is proposed for the self-organizing modeling of DKIT2FNN. Besides automatically assembling a compact rule base, it integrates the label adversarial training to reinforce the model's capability against label noise. We validate the DKIT2FNN on classification benchmark datasets with label noise and compare it with state-of-the-art non-fuzzy and neuro-fuzzy methods. The results demonstrate that the proposed DKIT2FNN achieves robust classification performance and good interpretability. {\\textcopyright}2024 Elsevier Inc. Association rule mining,Association rules,Classification (of information),Data mining,Fuzzy inference,Fuzzy neural network,Fuzzy neural networks,Fuzzy rules,Fuzzy-neural-networks,Incremental learning,Interpretability,Interval type-2 fuzzy,Interval type-2 fuzzy neural networks,Interval type-2 fuzzy system,Label adversarial training,Learning algorithms,Learning systems,Network layers,Rule knowledge,Self-adaptive structures,Type-2 fuzzy systems"", ""{IFNN: Enhanced interpretability and optimization in FNN via Adam algorithm} This investigation seeks to reconcile the interpretability of artificial intelligence with the imperative of maintaining optimal performance, through the introduction of the IFNN model. This model represents a sophisticated iteration of the Fuzzy Neural Network (FNN) paradigm, engineered for enhanced interpretability. At the heart of this innovation lies the application of the Adam optimization algorithm, integrated into a tri-layered architectural construct. This approach is deliberately designed to elevate the models' accuracy across an array of datasets, thereby positioning the IFNN model as an example of an interpretable AI system that does not compromise on precision. A seminal aspect of this model is its capacity to transmute logical neurons within the intermediary layer into clear fuzzy rules. This transformative process propels the model beyond the confines of traditional AI frameworks, ushering in a new era of transparency in the AI decision-making arena. Such progress is achieved through a meticulous fuzzy rule-based examination, anchored by an exhaustive appraisal of interpretability metrics, including but not limited to sensitivity, completeness, and the analysis of fuzzy rule consequents. These logical neurons, the progenitors of the aforementioned fuzzy rules, endow the model with the ability to engage in deep, interpretable analyses of data. The IFNN model has been tested through statistical analysis, interpretability assessments, and empirical validation against real-world datasets about sepsis identification, showcasing its unparalleled ability to unlock and articulate the complex knowledge embedded within data. This model represents a significant evolution in AI methodologies, providing a clear window into the rationale underpinning its decisions, achieved through an advanced fuzzy rule-based methodology and a full spectrum of interpretability metrics. {\\textcopyright}2024 Elsevier Inc. Adam optimization,Adams algorithms,Decision making,Fuzzy inference,Fuzzy neural networks,Fuzzy rule based,Fuzzy rules,Fuzzy-neural-networks,Interpretability,Interpretability of fuzzy rule,Interpretability of fuzzy rules,Iterative methods,Modeling accuracy,Optimal performance,Optimisations,Optimization algorithms"", ""{Deep Fuzzy Rule-Based Classification System With Improved Wang–Mendel Method} Wang–Mendel (WM) fuzzy system is an effective and interpretable model for solving tabular data classification problem. However, original WM fuzzy system is weak in handling dataset with high dimensionality or large volume. Meanwhile, its capability of characterizing data is narrow, which results from lacking hierarchical transformation of features like deep learning-based models. In this article, we propose a deep fuzzy rule-based classification system (DFRBCS) based on improved WM method, in which fuzzy technique and deep learning strategy are combined to make a desirable tradeoff between model's interpretability and prediction accuracy. We first redefine the consequent part of fuzzy rule in WM fuzzy system with class probability vector, which endows the improved WM fuzzy system with capacity for serving as building block of deep model. The model structure of DFRBCS is designed in layer-by-layer manner, where raw features can be transformed hierarchically. For every layer in DFRBCS, it contains many improved WM fuzzy systems whose input spaces are generated by shuffling and sliding window operation on concatenated outputs of fuzzy systems in previous layer. Comparative experiments are conducted on 45 real-world datasets with various sizes and dimensionality between our method, five baseline models, and the other deep fuzzy classifiers (D-TSK-FC, HID-TSK-FC, FCCI-TSK, DSA-FC, and MEEFIS). The experimental results show that DFRBCS is competitive in classification performance and promising in model's interpretability. Data models,Deep fuzzy system,Deep learning,Fuzzy sets,Fuzzy systems,Neural networks,Training,Wang–Mendel (WM) method,Windows,interpretable classifier,stacked generalization principle""]"
3,89,3_traffic_trajectory_driving_autonomous,"['traffic', 'trajectory', 'driving', 'autonomous', 'prediction', 'pedestrian', 'deep', 'attention', 'trajectories', 'autonomous driving']","['{Incorporating Driving Knowledge in Deep Learning Based Vehicle Trajectory Prediction: A Survey} Vehicle Trajectory Prediction (VTP) is one of the key issues in the field of autonomous driving. In recent years, more researchers have tried applying Deep Learning methods and techniques to VTP tasks. However, due to the black-box nature of Deep Learning, it cannot meet the interpretability and safety requirements of autonomous driving systems. Researchers have tried alleviating this problem by introducing driving knowledge in Deep Learning-based VTP. From the perspective of introducing driving knowledge, this paper systematically investigates the research status of DL-based VTP. First of all, this paper summarizes the research on VTP under three different problem formulations; secondly, this paper summarizes the application methods and application stages of driving knowledge in DL-based VTP; finally, this paper investigates and analyzes the VTP datasets and evaluation, and summarizes the knowledge contained in the datasets and its usage. Through the investigation and summary of problem formulation, knowledge usage, datasets, and evaluation of DL-based VTP, this paper analyzes the challenges and open questions of existing VTP research. It puts forward an outlook on future research directions. Autonomous vehicles,Deep learning,Knowledge based systems,TV,Task analysis,Taxonomy,Trajectory,driving knowledge,trajectory prediction', '{FLoRA: A Framework for Learning Scoring Rules in Autonomous Driving Planning Systems} In autonomous driving systems, motion planning is commonly implemented as a two-stage process: first, a trajectory proposer generates multiple candidate trajectories, then a scoring mechanism selects the most suitable trajectory for execution. For this critical selection stage, rule-based scoring mechanisms are particularly appealing as they can explicitly encode driving preferences, safety constraints, and traffic regulations in a formalized, human-understandable format. However, manually crafting these scoring rules presents significant challenges: the rules often contain complex interdependencies, require careful parameter tuning, and may not fully capture the nuances present in real-world driving data. This work introduces FLoRA, a novel framework that bridges this gap by learning interpretable scoring rules represented in temporal logic. Our method features a learnable logic structure that captures nuanced relationships across diverse driving scenarios, optimizing both rules and parameters directly from real-world driving demonstrations collected in NuPlan. Our approach effectively learns to evaluate driving behavior even though the training data only contains positive examples (successful driving demonstrations). Evaluations in closed-loop planning simulations demonstrate that our learned scoring rules outperform existing techniques, including expert designed rules and neural network scoring models, while maintaining interpretability. This work introduces a data-driven approach to enhance the scoring mechanism in autonomous driving systems, designed as a plug-in module to seamlessly integrate with various trajectory proposers. Our video and code are available on xiong.zikang.me/FLoRA/. Adaptation models,Autonomous vehicle navigation,Autonomous vehicles,Data models,Flora,Logic,Optimization,Planning,Safety,Trajectory,Uncertainty,machine learning for robotics,motion and path planning,temporal logic', '{Neural differential constraint-based pedestrian trajectory prediction model in} Autonomous vehicles offer significant advantages for transportation systems, particularly in enhancing traffic safety. To achieve this goal, it is crucial to comprehensively understand and predict the future trajectories of pedestrians in proximity to autonomous vehicles. Many contemporary approaches for predicting pedestrian trajectories heavily rely on neural networks, especially recurrent neural networks. However, these approaches do not explicitly incorporate the dynamics of pedestrian movement and instead rely on data-driven black-box models. Consequently, these models may fall short in terms of interpretability and fail to adhere to the fundamental principles of kinematics. In response to these limitations, our work introduces an innovative model for pedestrian trajectory prediction grounded in neural differential constraints. We aim to investigate temporal changes in pedestrian state variables, such as position and speed, using neural networks. During the prediction process, the output of the neural network is governed by differential equations. This approach ensures that the generated trajectories align with the fundamental principles of physics, harnessing the combined power of neural networks and physics-based pedestrian motion models. Furthermore, our research endeavors to develop a cohesive framework that seamlessly integrates pedestrian movement patterns with the influence of ego-vehicles, while also considering potential destinations to inform future trajectory planning. We conducted extensive experiments on two publicly available real-world datasets to assess the effectiveness of our model in enhancing prediction accuracy and providing coherent explanations of pedestrian motion, comparing it to state-of-the-art methods. {\\textcopyright}2024 Elsevier Ltd Autonomous Vehicles,Autonomous vehicles,Differential constraints,Differential equations,Forecasting,Latent destination,Neural differential constraint,Pedestrian safety,Pedestrian trajectories,Pedestrian trajectory prediction,Pedestrian-vehicle interaction,Recurrent neural networks,Trajectories,Trajectory prediction,Transformer,Vehicle interactions']"
4,64,4_students_tracing_knowledge tracing_cognitive,"['students', 'tracing', 'knowledge tracing', 'cognitive', 'learners', 'concepts', 'cognitive diagnosis', 'student', 'knowledge concepts', 'diagnosis']","[""{Boosting Neural Cognitive Diagnosis with Student's Affective State Modeling} Cognitive Diagnosis Modeling aims to infer students' proficiency level on knowledge concepts from their response logs. Existing methods typically model students' response processes as the interaction between students and exercises or concepts based on hand-crafted or deeply-learned interaction functions. Despite their promising achievements, they fail to consider the relationship between students' cognitive states and affective states in learning, e.g., the feelings of frustration, boredom, or confusion with the learning content, which is insufficient for comprehensive cognitive diagnosis in intelligent education. To fill the research gap, we propose a novel Affect-aware Cognitive Diagnosis (ACD) model which can effectively diagnose the knowledge proficiency levels of students by taking into consideration the affective factors. Specifically, we first design a student affect perception module under the assumption that the affective state is jointly influenced by the student's affect trait and the difficulty of the exercise. Then, our inferred affective distribution is further used to estimate the student's subjective factors, i.e., guessing and slipping, respectively. Finally, we integrate the estimated guessing and slipping parameters with the basic neural cognitive diagnosis framework based on the DINA model, which facilitates the modeling of complex exercising interactions in a more accurate and interpretable fashion. Besides, we also extend our affect perception module in an unsupervised learning setting based on contrastive learning, thus significantly improving the compatibility of our ACD. To the best of our knowledge, we are the first to unify the cognition modeling and affect modeling into the same framework for student cognitive diagnosis. Extensive experiments on real-world datasets clearly demonstrate the effectiveness of our ACD. Our code is available at https://github.com/zengzhen/ACD. Copyright {\\textcopyright}2024, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved. Affective state,Artificial intelligence,Cognitive diagnosis,Cognitive state,Concept-based,Diagnosis model,Education computing,Interaction functions,Learning systems,Proficiency level,Response process,State models,Student response,Students"", ""{Ensemble Knowledge Tracing: Modeling interactions in learning process} Knowledge Tracing (KT) aims to continuously estimate students' evolving knowledge state during their learning process, which has attracted much research attention due to its potential for delivering personalized and optimal experiences to students in intelligent learning systems. The learning process is essentially the pairwise interactions of Students, Concepts, and Questions (S–C, S–Q, C–Q for short). Modeling all these interactions will improve the performance of KT. However, existing KT methods hardly exploit all the interactions in a single model. Specifically, Bayesian Knowledge Tracing (BKT) and most of its variants neglect C–Q; Deep Knowledge Tracing (DKT) and other deep neural network approaches mostly neglect S–Q and C–Q. We propose the Ensemble Knowledge Tracing (EnKT), which models all three types of interactions. The base model of EnKT is a hybrid of BKT and DKT. We also present an ensemble algorithm Recurrent Boosting (RB), which extends AdaBoost to deal with KT sequential data. Inspired by BKT, EnKT represents S–C and S–Q using learning and performance parameters, respectively. Besides, EnKT defines C–Q as the correlation complexity among the concepts involved in a question. Experiments show EnKT significantly outperforms state-of-the-art methods (by up to 6% in AUC in some cases) on four real-world benchmark datasets and illustrate better interpretability by several typical case studies. {\\textcopyright}2022 Elsevier Ltd Adaptive boosting,Bayesian knowledge tracings,Deep knowledge,Deep neural network,Deep neural networks,Intelligent learning systems,Knowledge Tracing,Knowledge state,Knowledge tracings,Learning interactions,Learning process,Learning systems,Model interaction,Students,Tracing model,User Modelling,User modeling"", ""{Dual-view multi-scale cognitive representation for deep knowledge tracing} Knowledge tracing is one of the key technologies for achieving personalized learning, aiming to predict students' future performance by analyzing their historical responses during the learning process. In recent years, the development of deep learning has led to the emergence of deep knowledge tracing, which employs neural network models to better capture the complex dynamic patterns in students' learning processes. However, most existing deep learning-based knowledge tracing models primarily learn a student's cognitive state through sequential modeling of single-scale exercise-answer interactions, neglecting the multi-scale characteristics of both short-term and long-term learning processes. This approach often struggles to fit the complex cognitive states of students. Moreover, these methods typically model students' mastery of exercises but overlook their problem-solving abilities, a critical factor in determining whether students can correctly answer the exercises to be predicted. To address the shortcomings of existing knowledge tracing models, we propose a Dual-view Multi-scale Cognitive Representation-based Knowledge Tracing model (DMKT). From the exercise mastery view, the model designs a multi-scale representation method that simultaneously considers students' long-term static cognitive states and short-term dynamic cognitive states to better fit their complex cognitive conditions. From the problem solving view, the model adopts a Transformer architecture to explicitly learn joint representations of exercises answered by students at each time step and the most similar historical exercises, integrating response information to model their performance on both new and old exercises. Furthermore, to effectively learn the similarity relationships between exercises, we extend multiple exercise-centered heterogeneous relations and propose a dual-channel heterogeneous graph-based online feature distillation method to fully model exercise representations. Extensive experimental results demonstrate that our model exhibits significant superiority, while also providing a certain level of interpretability for the model's predictions from both the exercise mastery and problem solving view. {\\textcopyright}2025 Adversarial machine learning,Cognitive state,Contrastive Learning,Deep knowledge,Deep learning,Deep reinforcement learning,Distillation,Educational data mining,Feature distillation,Federated learning,Intelligent education,Intelligent educations,Knowledge tracing,Knowledge tracings,Learn+,Multi-scales,Problem solving,Problem-solving,Students,Tracing model""]"
